0	0
0.01	0.05379
0.02	0.107434
0.03	0.160786
0.04	0.213703
0.05	0.26604
0.06	0.317658
0.07	0.368417
0.08	0.418182
0.09	0.466821
0.1	0.514207
0.11	0.560215
0.12	0.604726
0.13	0.647628
0.14	0.688811
0.15	0.728174
0.16	0.76562
0.17	0.801062
0.18	0.834415
0.19	0.865606
0.2	0.894566
0.21	0.921236
0.22	0.945563
0.23	0.967502
0.24	0.987018
0.25	1.00408
0.26	1.01868
0.27	1.03079
0.28	1.04041
0.29	1.04756
0.3	1.05223
0.31	1.05446
0.32	1.05428
0.33	1.05171
0.34	1.04681
0.35	1.03963
0.36	1.03022
0.37	1.01865
0.38	1.005
0.39	0.989348
0.4	0.971774
0.41	0.95237
0.42	0.931233
0.43	0.908465
0.44	0.884169
0.45	0.858456
0.46	0.831438
0.47	0.803232
0.48	0.773956
0.49	0.74373
0.5	0.712677
0.51	0.680921
0.52	0.648586
0.53	0.615797
0.54	0.582677
0.55	0.54935
0.56	0.515939
0.57	0.482563
0.58	0.449341
0.59	0.416389
0.6	0.383819
0.61	0.351741
0.62	0.320259
0.63	0.289474
0.64	0.259482
0.65	0.230375
0.66	0.202238
0.67	0.175152
0.68	0.14919
0.69	0.124422
0.7	0.100919
0.71	0.0787734
0.72	0.0581763
0.73	0.0395962
0.74	0.0240668
0.75	0.0132693
0.76	0.00857942
0.77	0.00853933
0.78	0.00698928
0.79	-0.00276972
0.8	-0.0181083
0.81	-0.0267445
0.82	-0.025261
0.83	-0.0267035
0.84	-0.0341905
0.85	-0.0339947
0.86	-0.0298318
0.87	-0.0320451
0.88	-0.0290349
0.89	-0.0231278
0.9	-0.0217775
0.91	-0.0145237
0.92	-0.00898582
0.93	-0.00319874
0.94	0.00537406
0.95	0.0115043
0.96	0.0207018
0.97	0.0280368
0.98	0.0369823
0.99	0.0451182
1	0.053606
